# redshift DM
0.049456 236.042341
0.049496 79.862860
0.049555 36.550117
0.049749 52.984668
0.049786 41.675487
0.049920 50.520508
0.049950 23.324755
0.050047 172.113103
0.050330 75.819015
0.050390 181.428049
0.050391 50.997453
0.050489 95.878044
0.050492 108.563887
0.050583 158.694802
0.050616 17.384848
0.050618 50.857252
0.050631 112.058640
0.050719 7.989850
0.050750 98.405751
0.050804 141.706921
0.050847 221.774413
0.050929 3.939027
0.050966 160.094714
0.051041 33.612230
0.051078 184.462098
0.051376 119.513137
0.051385 96.745157
0.051603 84.648915
0.051728 72.858088
0.051754 23.834664
0.051836 13.601130
0.051986 17.751653
0.052008 61.177843
0.052260 59.454376
0.052265 293.935805
0.052311 312.728970
0.052333 125.687906
0.052337 93.587796
0.052533 163.924507
0.052832 144.722107
0.052855 0.215838
0.052966 199.620080
0.053061 143.145190
0.053072 160.270316
0.053262 74.385293
0.053316 246.821558
0.053385 43.657190
0.053413 220.788504
0.053438 125.898369
0.053553 207.457217
0.053760 256.561602
0.054030 40.294857
0.054169 13.871591
0.054222 70.814910
0.054266 36.937926
0.054507 213.186373
0.054612 119.281367
0.054640 59.924324
0.054730 189.509609
0.054884 112.371387
0.054909 13.869999
0.055021 179.640706
0.055068 25.677114
0.055141 171.677969
0.055186 29.128574
0.055278 113.177268
0.055291 75.606525
0.055322 6.290229
0.055377 75.290700
0.055394 197.439884
0.055588 91.454517
0.055607 118.358227
0.055806 276.939858
0.055856 53.999738
0.055874 164.995362
0.055967 79.587719
0.055987 157.044035
0.056006 89.316018
0.056037 53.314875
0.056097 216.788855
0.056207 307.657666
0.056381 56.282697
0.056460 163.715769
0.056482 110.880686
0.056508 50.588034
0.056750 163.409367
0.056920 188.426578
0.057027 252.085232
0.057073 103.166344
0.057254 183.078941
0.057260 175.328780
0.057344 235.805783
0.057402 45.301356
0.057434 308.894773
0.057508 78.818014
0.057592 92.772415
0.057705 148.889551
0.057769 11.048410
0.057842 46.250873
0.058000 219.558298
0.058092 73.643760
0.058100 52.358134
0.058137 56.773853
0.058220 299.184131
0.058241 50.354716
0.058272 91.849496
0.058330 59.307700
0.058522 114.982465
0.058557 157.383811
0.058612 157.752290
0.058708 121.193158
0.058895 129.453307
0.058899 51.841817
0.058906 8.140679
0.058931 4.873102
0.058942 171.371076
0.059032 52.029223
0.059169 78.489376
0.059249 255.662083
0.059442 109.519388
0.059591 8.392211
0.059644 136.308851
0.059695 0.180142
0.059738 145.886568
0.059764 111.431232
0.059819 281.240898
0.059879 68.675350
0.059905 60.665137
0.060026 46.469998
0.060105 131.254995
0.060214 278.748572
0.060247 84.587026
0.060285 44.908419
0.060360 173.781850
0.060476 37.572215
0.060512 135.970146
0.060678 141.621399
0.060719 177.477788
0.060743 100.917944
0.060760 154.816348
0.060818 39.411956
0.060891 82.308053
0.060987 154.488984
0.061121 46.194116
0.061131 4.696725
0.061242 118.003505
0.061260 58.284934
0.061284 85.985807
0.061520 132.583785
0.061628 173.464016
0.061648 65.218440
0.061707 59.175211
0.061781 255.446942
0.061888 237.673907
0.061971 50.701101
0.061980 100.943545
0.062023 89.121662
0.062062 144.099054
0.062143 20.195451
0.062387 111.804470
0.062398 190.928908
0.062424 96.326757
0.062488 49.808163
0.062516 145.934277
0.062570 178.026671
0.062631 55.816603
0.062658 182.112467
0.062706 264.015654
0.062825 198.780147
0.062877 176.679051
0.062888 67.604828
0.062894 170.792854
0.062962 15.295833
0.062964 51.277422
0.062978 5.514363
0.063142 189.519373
0.063183 117.849404
0.063219 273.071329
0.063241 205.452585
0.063254 154.526904
0.063325 137.809294
0.063336 112.824437
0.063363 70.754091
0.063436 207.337115
0.063439 23.050357
0.063467 144.937514
0.063490 48.023086
0.063560 45.584133
0.063573 258.733866
0.063593 43.850417
0.063690 198.946646
0.063690 170.313214
0.063776 129.178446
0.063847 99.612957
0.063854 325.375304
0.063942 95.268273
0.063943 102.485387
0.063955 30.303404
0.064129 146.813663
0.064194 14.832036
0.064229 43.377512
0.064273 60.923097
0.064357 126.346739
0.064397 23.416620
0.064437 24.455826
0.064469 107.720667
0.064498 101.548492
0.064528 132.121495
0.064621 171.707666
0.064645 200.881157
0.064666 150.632731
0.064704 79.043477
0.064733 56.506794
0.064784 104.222279
0.064842 27.513380
0.064851 124.998222
0.064868 48.682924
0.064922 148.623260
0.064947 81.333521
0.064949 212.729629
0.065015 17.106031
0.065107 92.378404
0.065129 268.416270
0.065132 47.115693
0.065273 111.188454
0.065280 73.793154
0.065291 22.099461
0.065308 107.408525
0.065321 181.371680
0.065336 103.293175
0.065340 99.911719
0.065344 51.016092
0.065451 51.026521
0.065490 332.983965
0.065500 207.455877
0.065769 315.582956
0.065832 268.805490
0.066058 260.843745
0.066068 106.467301
0.066078 15.970045
0.066144 42.248831
0.066192 128.271165
0.066397 102.667155
0.066460 73.172132
0.066498 27.988352
0.066530 100.956577
0.066566 252.902992
0.066625 121.606666
0.066659 33.021597
0.066713 82.035664
0.066785 146.510433
0.066833 227.038158
0.066864 77.939739
0.066901 201.372853
0.066934 53.159756
0.066976 57.651321
0.067024 163.707761
0.067052 144.492458
0.067065 47.628113
0.067103 68.340516
0.067236 221.764175
0.067238 189.941383
0.067283 75.936267
0.067295 89.505772
0.067323 155.037739
0.067363 190.538470
0.067532 87.249333
0.067577 304.662624
0.067584 29.248349
0.067595 240.872905
0.067596 91.558636
0.067689 63.854274
0.067696 173.298004
0.067729 64.780687
0.067730 0.850301
0.067742 173.932627
0.067834 9.703870
0.068060 158.926526
0.068112 2.529189
0.068210 3.821182
0.068355 22.225573
0.068458 159.481965
0.068462 18.298967
0.068486 104.606099
0.068650 29.928922
0.068745 199.113604
0.068756 118.713814
0.068799 69.996554
0.068863 69.566165
0.068896 161.683028
0.068979 148.026169
0.069012 39.152789
0.069014 90.026863
0.069044 59.584739
0.069082 33.637133
0.069157 25.254763
0.069245 51.351029
0.069247 56.626931
0.069254 0.998939
0.069280 104.757306
0.069340 140.408614
0.069428 132.052592
0.069444 17.432499
0.069446 104.348792
0.069745 278.269294
0.069765 141.886461
0.069789 144.013967
0.069805 252.069983
0.069942 147.804985
0.069965 78.531319
0.069993 175.750447
0.070050 40.777203
0.070084 80.868535
0.070089 159.613879
0.070140 95.201945
0.070227 95.393003
0.070233 102.860091
0.070233 33.553351
0.070288 137.887612
0.070339 173.104362
0.070345 14.670935
0.070353 16.419684
0.070372 250.887824
0.070455 98.732881
0.070468 45.114563
0.070529 302.373258
0.070542 67.265310
0.070590 88.305991
0.070697 9.323165
0.070743 113.135499
0.070769 76.131621
0.070778 107.331183
0.070819 124.123778
0.070957 92.770062
0.070974 71.911379
0.070992 111.217462
0.071040 8.487306
0.071072 163.187009
0.071097 104.120681
0.071141 47.907162
0.071143 154.267726
0.071143 129.276200
0.071168 54.999460
0.071179 110.935570
0.071238 55.358443
0.071239 61.484646
0.071248 140.527289
0.071251 218.791195
0.071269 2.586728
0.071363 136.726307
0.071377 187.704889
0.071436 162.398304
0.071505 48.790270
0.071513 100.194781
0.071615 71.483290
0.071688 199.955388
0.071725 49.444122
0.071770 232.690269
0.071872 109.109265
0.071895 94.025812
0.071909 225.757379
0.071950 112.782706
0.072021 294.656108
0.072106 216.139218
0.072111 149.739358
0.072116 30.994276
0.072116 250.171406
0.072197 156.813314
0.072217 79.242680
0.072305 212.720695
0.072322 169.834710
0.072368 14.830688
0.072404 233.205105
0.072426 251.619179
0.072473 148.316234
0.072590 110.571067
0.072699 90.348215
0.072751 267.547980
0.072792 56.536385
0.072836 119.284709
0.072872 12.865264
0.072877 43.565146
0.072949 164.091320
0.072955 106.196911
0.072977 63.628353
0.073010 11.809694
0.073085 185.357596
0.073092 139.197396
0.073131 136.782428
0.073156 227.492631
0.073299 169.033115
0.073317 258.890570
0.073343 223.000505
0.073359 177.251720
0.073360 110.657489
0.073370 164.729542
0.073398 189.657916
0.073465 185.587304
0.073520 43.534472
0.073549 199.499811
0.073593 92.011880
0.073645 61.041766
0.073668 108.239590
0.073737 60.190267
0.073748 210.858237
0.073788 247.225531
0.073791 189.960405
0.073837 11.535650
0.073847 43.959621
0.073863 0.677586
0.073909 176.620687
0.073931 27.030097
0.073956 284.789236
0.073971 184.681812
0.073984 55.144862
0.074020 88.082959
0.074022 63.834559
0.074041 71.130838
0.074115 129.997452
0.074124 84.520303
0.074189 108.986282
0.074229 139.052345
0.074316 114.105896
0.074327 236.064696
0.074392 273.052988
0.074399 32.965756
0.074405 3.277163
0.074414 78.088137
0.074445 225.824487
0.074447 170.805452
0.074457 111.110892
0.074481 111.185395
0.074506 47.345691
0.074565 15.301523
0.074637 215.659468
0.074641 100.965766
0.074658 204.708761
0.074701 26.205219
0.074750 109.663747
0.074789 60.378982
0.074856 127.818814
0.074876 56.668231
0.074926 84.114782
0.075089 92.383847
0.075114 211.623953
0.075159 145.236771
0.075188 179.215249
0.075222 317.864775
0.075229 115.449947
0.075246 23.891117
0.075344 72.107967
0.075398 16.139769
0.075421 48.296882
0.075466 20.519856
0.075515 98.125541
0.075524 123.332496
0.075536 124.993450
0.075604 91.133826
0.075606 224.680061
0.075641 182.174354
0.075645 139.749938
0.075664 94.655283
0.075718 224.573177
0.075762 140.748880
0.075765 160.065848
0.075851 27.215668
0.075891 23.753708
0.075953 114.435233
0.075988 222.051027
0.076029 190.384907
0.076071 120.372935
0.076072 116.777241
0.076077 157.247447
0.076086 120.777434
0.076096 73.552213
0.076129 97.739794
0.076150 84.973177
0.076239 108.403980
0.076288 223.777424
0.076291 150.090982
0.076375 80.527633
0.076443 90.037303
0.076503 70.707594
0.076549 27.447522
0.076609 17.145567
0.076739 107.462115
0.076774 252.560616
0.076791 22.520392
0.076808 146.540853
0.076815 6.889953
0.076822 23.354491
0.076864 168.778528
0.076927 119.064499
0.076934 132.474944
0.077006 288.347460
0.077028 137.748542
0.077046 110.083090
0.077071 129.532174
0.077168 56.029241
0.077261 1.019744
0.077307 61.098689
0.077343 159.404664
0.077363 221.315566
0.077457 271.915478
0.077528 68.086366
0.077542 166.760169
0.077599 232.629539
0.077617 301.516091
0.077649 29.473368
0.077842 126.751152
0.077882 265.552620
0.077977 137.667674
0.078012 5.487091
0.078022 139.421739
0.078047 190.525116
0.078104 62.047825
0.078188 11.927639
0.078229 246.328360
0.078306 176.914246
0.078317 69.695532
0.078330 152.755567
0.078344 86.368997
0.078396 164.318183
0.078442 50.922449
0.078636 43.794677
0.078671 104.815631
0.078696 61.368062
0.078713 180.203980
0.078742 126.046797
0.078758 6.080618
0.078776 98.514909
0.078795 165.469560
0.078819 81.132695
0.078842 75.456661
0.078914 3.675981
0.078974 70.826541
0.079007 131.958744
0.079047 20.702033
0.079286 76.441049
0.079399 114.001181
0.079426 33.173804
0.079451 91.915096
0.079473 225.286910
0.079486 59.227431
0.079531 22.619949
0.079611 119.692297
0.079649 196.656518
0.079771 79.116241
0.079959 309.340004
0.079996 33.030564
0.080005 74.759648
0.080042 14.064650
0.080060 176.268071
0.080083 112.306721
0.080129 127.409246
0.080135 35.230434
0.080143 83.600627
0.080167 86.199381
0.080219 228.338037
0.080322 62.380022
0.080329 20.717104
0.080420 173.718298
0.080422 145.685502
0.080462 23.488505
0.080474 42.784249
0.080478 148.526775
0.080478 66.922080
0.080610 194.378587
0.080649 33.290299
0.080675 299.525595
0.080678 157.426121
0.080762 33.153545
0.080838 112.563978
0.080862 215.576119
0.080863 158.357304
0.080871 116.079373
0.080912 4.669216
0.080946 61.716390
0.081000 218.228338
0.081045 119.641675
0.081121 44.818620
0.081189 121.959064
0.081300 156.694434
0.081309 132.337384
0.081321 226.726156
0.081418 330.372371
0.081461 184.701454
0.081495 69.116764
0.081527 210.569541
0.081580 118.847629
0.081585 101.763687
0.081634 25.204240
0.081649 84.112427
0.081654 158.711165
0.081690 80.031335
0.081708 273.682111
0.081709 48.292794
0.081720 239.033540
0.081835 258.581000
0.081850 134.444337
0.081877 211.057724
0.081908 66.539124
0.081912 176.333505
0.081934 19.057934
0.081940 5.500167
0.081954 130.660869
0.081958 147.957447
0.082013 75.568455
0.082026 129.366417
0.082034 305.538777
0.082145 244.398332
0.082211 230.951549
0.082227 57.380226
0.082239 62.537207
0.082283 137.943535
0.082314 42.291968
0.082325 147.355201
0.082384 152.017418
0.082439 92.248744
0.082449 41.043245
0.082463 4.653714
0.082475 152.010257
0.082497 276.064281
0.082533 151.181872
0.082542 85.770155
0.082627 116.458514
0.082637 73.541360
0.082647 151.628726
0.082799 209.022630
0.082843 230.609562
0.082868 37.341400
0.082881 70.192126
0.082903 2.085990
0.082918 166.732682
0.082963 129.652485
0.083037 171.942105
0.083049 296.417631
0.083051 4.988444
0.083095 92.207989
0.083101 82.932422
0.083181 2.485584
0.083196 88.089195
0.083245 23.404651
0.083355 93.812392
0.083413 193.013099
0.083420 176.078995
0.083446 97.933460
0.083450 186.036829
0.083490 106.344646
0.083533 196.000642
0.083553 112.719124
0.083556 125.907594
0.083659 144.032842
0.083664 197.460412
0.083708 55.319115
0.083747 40.989176
0.083809 138.638747
0.083821 192.888991
0.083898 12.006334
0.083917 105.256501
0.084005 189.835195
0.084037 5.151816
0.084039 104.843086
0.084061 55.194903
0.084072 40.097254
0.084100 11.117827
0.084104 112.635352
0.084122 53.292692
0.084130 102.795661
0.084140 58.770183
0.084178 299.361081
0.084198 46.884136
0.084287 220.448412
0.084303 200.026670
0.084317 179.303703
0.084324 237.184448
0.084384 90.651521
0.084430 26.174925
0.084447 126.943721
0.084472 46.308448
0.084472 154.861549
0.084504 2.156942
0.084541 285.863363
0.084543 157.593234
0.084575 93.274099
0.084585 293.039795
0.084653 80.911106
0.084662 144.923938
0.084688 122.101884
0.084746 42.374481
0.084750 69.757079
0.084756 223.167692
0.084763 30.059340
0.084882 202.851751
0.084915 117.439985
0.084976 35.691943
0.085025 118.547999
0.085093 35.617875
0.085105 288.765035
0.085123 99.106586
0.085160 231.748077
0.085199 83.780172
0.085287 154.984912
0.085428 162.030852
0.085452 106.608937
0.085519 292.355332
0.085578 178.838055
0.085590 166.298299
0.085667 28.961597
0.085822 15.627866
0.085852 258.508957
0.085877 61.257937
0.085911 172.351330
0.086078 120.589651
0.086137 216.860844
0.086137 38.488485
0.086300 62.381606
0.086313 52.588715
0.086413 319.570336
0.086414 118.193039
0.086429 129.286709
0.086429 132.736598
0.086456 94.451220
0.086481 40.921741
0.086495 91.802729
0.086506 57.405721
0.086540 191.244722
0.086554 100.313428
0.086633 11.804452
0.086640 4.864457
0.086661 105.480356
0.086691 35.706289
0.086691 128.617978
0.086703 173.345237
0.086711 191.480894
0.086717 9.093821
0.086763 118.031617
0.086770 254.779246
0.086800 18.916343
0.086825 38.278528
0.086853 99.344744
0.086962 8.466818
0.086975 246.980426
0.086999 168.475712
0.087008 72.400446
0.087032 72.432141
0.087049 26.508716
0.087079 129.017654
0.087091 100.646460
0.087179 393.671581
0.087200 37.635897
0.087287 129.785823
0.087305 274.398047
0.087331 155.065409
0.087341 216.893839
0.087372 18.622795
0.087391 116.433104
0.087462 50.957911
0.087540 181.319412
0.087706 234.245767
0.087772 155.223267
0.087810 156.164847
0.087811 82.345612
0.087856 102.177539
0.087916 160.047594
0.087935 98.284975
0.087948 154.570234
0.087949 236.913697
0.087973 36.710569
0.087998 298.326212
0.088026 214.933757
0.088033 201.679166
0.088050 183.428464
0.088064 155.033977
0.088074 95.217948
0.088078 213.563476
0.088085 164.828217
0.088132 248.753288
0.088155 65.171113
0.088159 14.438932
0.088184 190.015461
0.088233 199.151118
0.088253 231.470782
0.088288 48.818467
0.088343 4.997611
0.088409 19.652832
0.088447 93.073026
0.088601 144.319583
0.088619 293.047139
0.088628 88.906345
0.088718 230.179030
0.088795 129.526716
0.088813 182.712056
0.088904 127.486564
0.088951 149.805457
0.088987 159.983311
0.089062 71.136896
0.089163 21.689408
0.089200 71.284102
0.089238 200.198476
0.089249 32.320186
0.089257 110.778479
0.089260 193.756425
0.089313 123.969881
0.089329 67.434076
0.089344 169.335459
0.089400 313.939542
0.089414 259.059890
0.089417 45.337906
0.089548 21.876485
0.089552 86.501271
0.089570 218.192452
0.089612 102.954132
0.089616 73.272910
0.089619 161.116807
0.089654 139.292752
0.089679 69.583282
0.089717 10.987040
0.089738 121.160406
0.089767 21.463592
0.089772 119.195497
0.089799 239.237233
0.089825 158.538746
0.089843 94.627264
0.089848 190.514987
0.089848 62.384376
0.089882 82.560031
0.089890 80.503786
0.089903 125.854756
0.089921 115.617349
0.089953 114.064881
0.089999 208.868898
0.089999 56.199757
0.090014 172.412275
0.090074 193.840754
0.090075 49.041057
0.090129 107.992142
0.090135 24.362322
0.090164 185.612499
0.090173 56.139871
0.090253 247.101766
0.090274 156.733857
0.090460 363.470961
0.090505 28.063086
0.090601 140.870020
0.090610 65.104939
0.090654 61.092917
0.090668 59.710988
0.090668 18.356563
0.090685 23.343715
0.090741 4.938067
0.090746 111.640627
0.090751 56.566255
0.090844 110.444531
0.090872 15.450943
0.090956 122.466257
0.090962 282.903969
0.090963 120.482862
0.090968 146.947585
0.091078 131.444348
0.091106 277.591682
0.091146 100.107678
0.091162 112.047791
0.091166 105.319736
0.091176 141.351237
0.091194 20.013489
0.091255 36.913080
0.091285 325.049990
0.091314 125.203731
0.091340 72.437780
0.091354 240.327462
0.091365 178.526780
0.091373 27.745953
0.091403 82.945122
0.091426 96.516823
0.091463 132.287900
0.091466 80.869205
0.091503 121.880165
0.091579 232.831240
0.091612 44.327188
0.091676 114.189062
0.091685 107.535804
0.091700 158.769425
0.091717 213.741318
0.091747 62.209899
0.091830 163.431274
0.091851 230.292776
0.091856 40.732041
0.091887 7.284859
0.091967 42.416065
0.092003 88.583096
0.092102 174.863205
0.092113 308.434594
0.092114 41.525806
0.092211 46.448842
0.092272 56.733020
0.092342 54.692280
0.092366 13.268291
0.092379 70.509077
0.092392 252.523716
0.092405 220.864942
0.092427 177.830300
0.092452 30.914762
0.092458 60.876925
0.092466 141.600847
0.092511 148.086693
0.092536 148.113091
0.092542 196.337580
0.092544 193.212735
0.092587 11.646813
0.092673 89.393214
0.092711 9.511582
0.092732 26.885751
0.092760 128.566960
0.092792 203.277883
0.092803 140.225193
0.092847 38.070792
0.092866 291.799049
0.092901 75.023880
0.092936 124.676396
0.093002 106.468870
0.093017 108.761475
0.093034 95.628498
0.093060 103.507511
0.093090 41.280179
0.093148 106.080377
0.093160 136.439059
0.093184 96.827976
0.093197 34.250182
0.093212 87.756379
0.093213 136.044374
0.093227 30.404458
0.093228 8.623928
0.093266 91.377964
0.093275 36.079583
0.093305 10.592913
0.093307 50.192258
0.093309 8.986635
0.093355 151.260724
0.093369 252.120807
0.093394 65.481875
0.093428 101.281717
0.093458 254.154104
0.093580 126.717646
0.093641 196.108430
0.093672 197.034145
0.093680 56.276481
0.093693 14.010908
0.093693 156.773499
0.093720 33.486361
0.093757 9.831807
0.093779 166.316735
0.093848 197.010335
0.093869 286.350794
0.093876 108.108505
0.093879 100.806504
0.093881 264.678022
0.093882 127.926150
0.094021 32.408958
0.094136 271.097749
0.094161 241.541181
0.094187 197.085793
0.094226 131.444741
0.094287 68.999089
0.094297 136.259487
0.094316 399.008687
0.094337 118.496752
0.094343 118.252532
0.094361 186.033739
0.094367 210.867321
0.094393 23.945526
0.094411 164.994359
0.094427 108.664046
0.094476 84.513785
0.094540 65.138219
0.094548 107.818424
0.094615 174.998498
0.094617 155.011595
0.094671 211.503332
0.094675 399.467487
0.094740 359.024663
0.094746 149.261768
0.094749 186.602252
0.094830 48.383576
0.094835 36.851839
0.094865 193.172644
0.094888 209.140820
0.094898 43.516177
0.094927 58.064396
0.094927 98.433543
0.094986 119.124275
0.095048 170.670207
0.095057 80.925656
0.095078 39.181301
0.095107 218.524485
0.095134 263.060873
0.095141 93.474333
0.095143 39.570798
0.095159 4.546009
0.095164 195.362825
0.095220 303.723613
0.095244 107.003791
0.095286 63.264944
0.095348 1.715005
0.095375 216.597973
0.095408 224.844835
0.095476 19.930085
0.095526 62.486791
0.095527 101.790240
0.095566 90.441114
0.095618 423.517947
0.095631 41.178387
0.095654 48.929307
0.095662 23.071453
0.095683 73.753545
0.095700 100.397530
0.095712 133.483391
0.095765 139.583879
0.095775 223.232178
0.095789 37.145304
0.095858 43.700731
0.095884 169.176310
0.095912 73.100558
0.095943 108.764289
0.096015 67.416753
0.096026 12.916350
0.096088 206.272921
0.096221 115.238056
0.096253 4.733191
0.096268 1.107117
0.096307 9.158624
0.096319 12.527980
0.096319 83.473052
0.096338 238.469628
0.096413 114.953320
0.096415 50.539871
0.096448 105.390736
0.096449 50.242753
0.096460 88.654285
0.096467 118.390973
0.096483 74.804953
0.096537 101.354305
0.096539 3.092799
0.096563 53.305882
0.096573 191.468435
0.096606 72.203545
0.096660 70.268835
0.096688 135.968645
0.096711 123.959928
0.096765 25.829279
0.096840 247.223064
0.096897 310.052492
0.096904 0.846963
0.096932 182.286877
0.096953 32.701308
0.096984 107.454037
0.097041 150.656367
0.097073 72.346435
0.097087 174.161893
0.097091 22.786029
0.097097 50.957999
0.097133 17.934478
0.097136 19.844898
0.097192 161.252064
0.097205 165.755254
0.097231 210.947682
0.097294 60.003493
0.097326 204.938879
0.097385 107.049822
0.097405 104.996844
0.097433 375.473857
0.097458 86.720224
0.097472 104.754135
0.097474 115.129786
0.097481 20.972147
0.097492 213.278423
0.097498 153.516812
0.097529 82.592439
0.097556 294.517068
0.097573 5.995936
0.097769 66.936923
0.097797 175.829752
0.097819 54.778905
0.097823 12.064837
0.097835 0.814272
0.097844 20.210824
0.097848 121.260854
0.097880 62.754541
0.097889 111.397633
0.097890 283.138084
0.097972 155.216520
0.098033 14.165016
0.098052 189.619058
0.098080 21.421843
0.098089 111.099828
0.098098 171.191345
0.098105 232.215428
0.098112 124.848982
0.098151 149.452082
0.098191 40.803676
0.098197 72.169200
0.098208 86.824876
0.098239 271.658436
0.098248 25.023686
0.098299 216.512033
0.098301 119.544002
0.098312 119.250173
0.098376 148.315298
0.098378 84.740722
0.098502 68.085631
0.098516 144.962163
0.098595 138.150168
0.098603 115.334802
0.098608 59.491130
0.098645 101.458008
0.098657 125.171912
0.098698 93.376461
0.098790 39.135916
0.098815 4.283381
0.098828 146.649763
0.098836 221.686514
0.098856 222.951239
0.098859 167.169495
0.098867 177.950190
0.098868 37.366007
0.098870 99.973287
0.098927 124.068017
0.098956 22.235564
0.098962 27.396778
0.098974 238.458551
0.099004 155.355178
0.099005 108.959405
0.099061 136.373646
0.099091 35.627835
0.099133 183.135686
0.099151 77.456098
0.099153 7.501802
0.099226 54.155765
0.099253 124.279710
0.099283 256.258114
0.099297 256.646197
0.099338 88.518982
0.099344 24.692194
0.099364 83.581065
0.099397 94.726997
0.099426 222.002591
0.099451 40.714259
0.099527 156.943869
0.099566 141.639668
0.099589 307.850523
0.099707 268.440589
0.099711 41.452686
0.099762 115.826840
0.099777 148.641801
0.099780 82.854359
0.099808 110.298250
0.099869 122.168404
0.099888 118.611322
0.099932 328.760360
0.099952 286.272509
0.099954 91.786389
0.099959 75.461989
0.099962 59.549440
0.100021 26.663599
0.100037 51.776796
0.100041 135.503511
0.100080 254.032396
0.100092 205.158795
0.100095 101.641382
0.100105 184.828399
0.100117 93.865937
0.100191 164.883435
0.100233 271.862722
0.100259 163.467891
0.100267 97.906929
0.100357 126.375082
0.100359 172.142316
0.100385 15.355541
0.100389 160.320628
0.100390 28.724118
0.100424 121.369408
0.100451 288.552483
0.100451 36.203829
0.100467 43.639964
0.100471 145.291384
0.100507 30.875447
0.100510 40.389679
0.100516 194.641281
0.100531 96.710019
0.100531 163.625715
0.100545 256.236931
0.100609 145.086047
0.100620 229.498421
0.100636 123.052021
0.100797 98.723776
0.100807 208.178848
0.100817 47.385719
0.100845 117.282058
0.100872 193.080727
0.100880 50.200773
0.100916 100.902067
0.100986 47.205201
0.101024 119.874377
0.101035 330.800167
0.101044 190.945549
0.101063 203.045214
