# redshift DM
0.584068 659.673598
0.585492 679.722962
0.585745 836.574234
0.586433 661.956893
0.586458 513.139297
0.586780 763.058665
0.587688 397.591265
0.588653 444.972759
0.589212 676.604686
0.589816 706.730370
0.592403 422.083308
0.592536 563.009527
0.594651 528.790091
0.595153 548.843029
0.596998 784.844931
0.597598 746.744200
0.598197 628.639077
0.600195 544.507816
0.600676 413.288839
0.601242 867.972326
0.601982 733.059382
0.605057 523.282330
0.605729 758.309528
0.606700 629.616386
0.606972 594.263178
0.607921 714.079617
0.608099 520.752129
0.611002 589.298452
0.613406 668.589959
0.613459 566.280529
0.613652 759.157970
0.614764 958.399153
0.617451 528.448944
0.617839 378.391550
0.619144 324.032155
0.619366 630.275175
0.619371 545.527451
0.620961 691.297030
0.624075 682.316842
0.625326 396.001398
0.625449 361.037011
0.625748 711.260078
0.627052 686.104875
0.628943 595.037328
0.629093 390.766161
0.629486 744.607242
0.629514 877.568976
0.630002 713.071212
0.631819 528.035839
0.632963 677.581201
0.633132 443.143954
0.633145 846.336023
0.634081 685.025250
0.635411 378.499262
0.637969 625.588749
0.638520 753.550950
0.640100 622.495996
0.640287 632.233267
0.641462 475.176512
0.643938 776.971887
0.644875 574.928094
0.645831 323.741669
0.646851 623.401473
0.647692 850.669886
0.648934 623.022873
0.650643 980.976044
0.651164 762.191331
0.652076 748.100429
0.653418 671.232623
0.653467 681.372810
0.654095 649.313380
0.654465 643.193909
0.656254 785.090997
0.657622 540.122377
0.658825 517.817755
0.658871 509.909763
0.658936 1042.912340
0.661138 790.584212
0.661999 753.535802
0.664740 527.003261
0.664802 810.450458
0.665021 685.945572
0.667319 744.285591
0.668168 544.194128
0.668537 736.549188
0.669930 639.417605
0.669964 581.708400
0.672080 837.543801
0.672946 454.232117
0.674059 811.173803
0.675437 833.023371
0.675740 568.470724
0.676416 579.224261
0.677971 682.106916
0.679032 768.915902
0.679524 695.701965
0.679548 795.199731
0.680571 1021.957649
0.682242 638.417007
0.683041 434.164693
0.683550 866.405917
0.683746 1012.316895
0.683780 793.071511
0.684344 542.086535
0.684739 706.333769
0.685298 537.837306
0.686717 838.942507
0.686840 499.822297
0.687156 678.998261
0.687318 559.344041
0.690096 754.918393
0.692807 673.835712
0.693984 767.769986
0.695855 743.494765
0.696437 571.815701
0.697637 848.760449
0.699140 734.971574
0.699355 574.524316
0.702506 1130.667084
0.702861 828.995559
0.704616 723.100533
0.704778 992.033791
0.708042 1069.144946
0.708173 728.352357
0.709715 814.636592
0.713593 589.401846
0.713803 734.200965
0.714516 726.059839
0.716380 794.172409
0.718732 822.286994
0.719191 861.930802
0.722301 809.898924
0.722620 560.351224
0.725742 610.585535
0.725753 678.324591
0.727271 725.606392
0.727300 956.047378
0.727520 573.637744
0.735252 721.241734
0.736164 949.492243
0.736405 732.468661
0.736995 865.004929
0.737325 761.285638
0.737905 830.699126
0.738084 746.682569
0.738530 902.616896
0.740532 520.644345
0.741081 726.520492
0.741107 841.202389
0.743108 884.680090
0.744660 1053.336965
0.746268 727.302217
0.746360 1053.032706
0.746932 681.353538
0.749387 1030.374401
0.749645 941.583753
0.751682 642.016425
0.753210 856.623143
0.754529 795.546654
0.756555 916.043150
0.759501 770.925873
0.761527 758.433229
0.765157 1056.202581
0.765958 799.799586
0.767469 963.753815
0.767493 779.268465
0.769032 1113.043352
0.769156 701.566526
0.770706 714.484474
0.771358 1090.882475
0.773789 747.517184
0.774868 1108.554538
0.774956 983.908196
0.776515 801.539702
0.779362 512.449717
0.779833 829.013490
0.780666 851.248604
0.780962 1039.407492
0.783112 1116.239100
0.783165 715.256906
0.783332 977.618027
0.785177 973.427697
0.785948 1028.701383
0.786753 928.131213
0.787815 497.998337
0.788732 814.761717
0.788971 638.210263
0.789256 806.993469
0.790761 1017.804930
0.794171 902.266151
0.795314 1052.873533
0.795969 910.766505
0.796628 620.836593
0.797523 405.020421
0.798679 879.591138
0.798695 815.276305
0.798913 680.178615
0.801359 554.265331
0.801876 726.271973
0.801898 822.216007
0.802099 975.202759
0.802259 890.640391
0.803735 1144.460198
0.804701 675.791836
0.805455 1017.287630
0.805846 869.507853
0.806509 985.360167
0.809176 787.074420
0.810628 1057.205298
0.811974 920.446777
0.812282 747.132799
0.816351 870.527346
0.816968 830.604139
0.817266 960.983391
0.820559 666.524059
0.820749 872.272210
0.821332 948.804001
0.822749 885.624029
0.823365 1121.270532
0.823528 1019.002905
0.824295 880.083974
0.825335 921.342593
0.825685 935.866785
0.827488 957.156792
0.828303 558.823946
0.831545 835.337538
0.833262 624.970874
0.835324 1123.052441
0.835531 882.866089
0.836237 859.848052
0.836389 1055.793234
0.837224 971.521211
0.837394 693.082040
0.837627 883.358659
0.838077 836.366989
0.840189 585.229834
0.842827 777.594158
0.843052 869.034420
0.845792 884.374603
0.852419 644.805494
0.854171 1122.303690
0.855205 896.985530
0.855979 923.070077
0.857087 989.930279
0.858784 776.822915
0.859651 1002.886352
0.860341 854.651585
0.866959 765.768016
0.874839 1041.248062
0.874856 1208.179966
0.876275 1070.400727
0.878540 1109.037883
0.880265 848.171089
0.880439 652.251020
0.880445 1214.500510
0.880517 1317.353661
0.881882 1225.790509
0.881945 883.640249
0.883411 735.986349
0.885106 753.959289
0.886589 642.751473
0.891800 936.007322
0.892360 1249.665863
0.897274 935.706149
0.898630 1018.468205
0.900828 1217.540892
0.901268 891.970653
0.902658 1340.649379
0.906626 1337.461544
0.909079 950.495743
0.909793 869.273361
0.912247 1106.208458
0.912319 914.243504
0.913325 766.569325
0.915193 1216.984018
0.916466 1206.542007
0.918393 1013.414585
0.918865 752.719676
0.920035 760.065122
0.921667 1008.128028
0.921979 896.565294
0.922679 926.586757
0.922938 1178.187148
0.926332 1128.787183
0.928073 1249.852350
0.928536 812.941538
0.929537 933.584004
0.930024 1137.737131
0.930913 1081.291213
0.931517 1282.377404
0.931838 1077.233558
0.934322 1344.073109
0.941886 1110.592060
0.944202 1210.041200
0.947696 956.776563
0.949271 1021.217631
0.949914 1188.502316
0.955109 1325.028831
0.955991 1161.609872
0.959796 1014.569243
0.960606 1287.577168
0.961196 623.111218
0.964661 770.089758
0.964827 1162.705504
0.964977 1038.352397
0.965399 1149.147879
0.965986 1048.839674
0.968784 1146.490081
0.981409 901.061099
0.982526 1161.784006
0.983831 1242.720825
0.985393 1286.913221
0.985912 1436.262721
0.987428 1106.015665
0.988413 1112.696705
0.991250 778.256274
0.993505 966.950037
0.994143 1031.228893
0.997181 1268.432076
0.998676 957.469070
0.999892 1223.705956
1.003516 1077.425571
1.005721 1046.726369
1.008728 1130.365235
1.011350 1012.399430
1.013090 1007.103913
1.013829 766.865978
1.017925 1046.510798
1.018882 1003.649751
1.024766 1003.088935
1.025170 1180.260640
1.027809 1229.014488
1.029917 1150.478852
1.030429 1295.831715
1.031021 1216.839798
1.032633 1053.378040
1.034366 1023.372351
1.035617 1172.044912
1.037340 1223.527344
1.043397 1387.091145
1.046685 1351.505670
1.046823 1021.648157
1.049664 1108.420486
1.050034 1256.169874
1.050041 1331.847791
1.050201 1307.433086
1.051523 1117.697077
1.053454 892.740703
1.055224 943.241376
1.060186 1191.357892
1.060809 1205.340400
1.062400 931.623107
1.074249 1163.031471
1.075190 1276.540567
1.075446 935.026862
1.078998 1371.688930
1.080234 1088.486133
1.083771 1406.401426
1.086533 1065.214942
1.087818 971.736239
1.095659 1089.369909
1.096643 1160.354391
1.099583 1106.957894
1.099917 1140.571230
1.101153 1247.970812
1.109525 1159.507931
1.112869 1183.406514
1.118406 871.227090
1.118695 1278.313273
1.119749 1186.329318
1.120866 1516.750601
1.121339 1023.288153
1.121820 855.463876
1.123089 1326.991489
1.127300 1278.957843
1.128138 1016.979168
1.133186 920.942302
1.137096 1521.137190
1.138048 1498.249604
1.139362 740.930746
1.149321 1146.107720
1.152738 1563.658530
1.152848 1146.349654
1.155240 1146.032243
1.155748 1187.131604
1.159006 1026.912024
1.167469 921.385634
1.178478 1473.049890
1.178596 905.466593
1.179725 1316.511454
1.183296 1445.836490
1.186450 990.229278
1.189163 1096.516697
1.192209 1519.889554
1.192601 1386.572149
1.197692 1165.749346
1.205825 1532.920903
1.213101 1541.866430
1.214040 1357.817578
1.217230 1130.264956
1.218455 1227.705951
1.225731 1373.831169
1.228351 1282.615760
1.234531 1512.639152
1.239388 1028.222028
1.243892 1039.810628
1.259674 1389.279557
1.262133 1257.954394
1.262615 1231.461173
1.264405 1005.929197
1.265081 1362.898719
1.272014 1355.828755
1.282253 1507.851305
1.317285 1428.092642
1.323592 1394.186403
1.336861 1672.353721
1.338045 1171.229424
1.341116 1547.644891
1.349382 1110.145540
1.349436 1278.579525
1.349908 1203.378532
1.354028 1611.127603
1.356963 1442.752597
1.359887 1456.329747
1.362417 1237.486645
1.378024 1417.213808
1.380067 1325.112015
1.380335 1558.411877
1.409308 1308.541284
1.419699 1793.418730
1.431365 1190.737765
1.465146 1402.961460
1.471144 1920.401621
1.479253 1493.798820
1.487347 1320.546680
1.512124 1662.791467
1.536827 1544.132425
1.537420 1469.863759
1.556807 1435.204684
1.580551 2265.745085
1.592349 1647.125247
1.632607 1336.172443
1.661772 2085.111059
1.677087 1914.768988
1.700854 1647.489361
1.751109 1661.633421
1.765097 2017.623742
1.787089 1843.353761
1.802146 1499.256396
1.897813 2391.019203
1.935957 1949.030881
2.018549 2448.986266
2.134218 2515.173307
2.679814 2508.501676
2.913884 3183.330286
